icao,iata,synop,name,state,country,lat,lon,elev,priority,srcid
,,41217,ABU DHABI INTERNATIONAL AIRPOR,,AE,24.4333,54.65,16,5,41217
,,40911,MAZAR-I-SHARIF,,AF,36.7,67.2,378,5,40911
,,40913,KUNDUZ,,AF,36.6667,68.9167,433,5,40913
,,40948,KABUL AIRPORT,,AF,34.55,69.2167,1791,5,40948
,,40990,KANDAHAR AIRPORT,,AF,31.5,65.85,1010,5,40990
,,60390,DAR-EL-BEIDA,,AG,36.6899,3.2166,25,5,60390
,,60549,MECHERIA,,AG,33.5458,-0.2353,1123,5,60549
,,60571,BECHAR,,AG,31.6543,-2.2524,808,5,60571
,,60630,IN-SALAH,,AG,27.2537,2.5116,268,5,60630
,,60656,TINDOUF,,AG,27.7041,-8.1692,443,5,60656
,,60680,TAMANRASSET,,AG,22.8253,5.4525,1372,5,60680
,,60686,BORDJ-BADJ-MOKHTAR,,AG,21.3761,0.932,395,5,60686
,,37789,YEREVAN AERO,,AM,40.2172,44.4997,1139,5,37789
,,66160,LUANDA,,AO,-8.8481,13.2353,70,5,66160
,,66285,LUENA,,AO,-11.7684,19.898,1356,5,66285
,,66390,LUBANGO SA DA BANDEIRA,,AO,-14.9287,13.5709,1760,5,66390
,,91765,PAGO PAGO/INT.AIRP. AMERICAN S,,AQ,-14.3383,-170.7191,5,5,91765
,,87047,SALTA AERO,,AR,-24.8443,-65.4758,1221,5,87047
,,87155,RESISTENCIA AERO,,AR,-27.4389,-59.046,53,5,87155
,,87244,VILLA DE MARIA DEL RIO SECO,,AR,-29.9058,-63.7276,341,5,87244
,,87344,CORDOBA AERO,,AR,-31.2966,-64.2119,493,5,87344
,,87418,MENDOZA AERO,,AR,-32.8438,-68.7963,705,5,87418
,,87576,EZEIZA AERO,,AR,-34.8186,-58.5423,20,5,87576
,,87582,AEROPARQUE AERO,,AR,-34.5589,-58.4198,6,5,87582
,,87585,BUENOS AIRES OBSERVATORIO,,AR,-34.5902,-58.484,25,5,87585
,,87623,SANTA ROSA AERO,,AR,-36.5931,-64.2799,190,5,87623
,,87715,NEUQUEN AERO,,AR,-38.952,-68.1367,270,5,87715
,,87860,COMODORO RIVADAVIA AERO,,AR,-45.7923,-67.4619,46,5,87860
,,94120,DARWIN AIRPORT,,AS,-12.4239,130.8925,31,5,94120
,,94155,EAST ARNHEM,,AS,-12.3845,136.7959,112,5,94155
,,94170,WEIPA AERO,,AS,-12.6778,141.9208,19,5,94170
,,94203,BROOME AIRPORT,,AS,-17.9475,122.2353,17,5,94203
,,94212,HALLS CREEK AIRPORT,,AS,-18.2292,127.6636,410,5,94212
,,94238,TENNANT CREEK AIRPORT,,AS,-19.6422,134.1833,376,5,94238
,,94287,CAIRNS AERO,,AS,-16.8736,145.7458,3,5,94287
,,94294,TOWNSVILLE AERO,,AS,-19.2483,146.7661,5,5,94294
,,94299,WILLIS ISLAND,,AS,-16.2833,149.965,9,5,94299
,,94300,CARNARVON AIRPORT,,AS,-24.8878,113.67,4,5,94300
,,94302,LEARMONTH AIRPORT,,AS,-22.2405,114.0967,6,5,94302
,,94312,PORT HEDLAND AIRPORT,,AS,-20.3725,118.6317,10,5,94312
,,94326,ALICE SPRINGS AIRPORT,,AS,-23.795,133.8889,545,5,94326
,,94332,MOUNT ISA AERO,,AS,-20.6778,139.4875,341,5,94332
,,94346,LONGREACH AERO,,AS,-23.4372,144.2769,191,5,94346
,,94367,MACKAY M.O,,AS,-21.1172,149.2169,30,5,94367
,,94374,ROCKHAMPTON AERO,,AS,-23.3753,150.4775,10,5,94374
,,94403,GERALDTON AIRPORT,,AS,-28.8044,114.6989,36,5,94403
,,94430,MEEKATHARRA AIRPORT,,AS,-26.6136,118.5372,522,5,94430
,,94461,GILES METEOROLOGICAL OFFICE,,AS,-25.0342,128.3011,580,5,94461
,,94510,CHARLEVILLE AERO,,AS,-26.4139,146.2558,305,5,94510
,,94578,BRISBANE AERO,,AS,-27.3917,153.1292,4,5,94578
,,94610,PERTH AIRPORT,,AS,-31.9275,115.9764,20,5,94610
,,94637,KALGOORLIE-BOULDER AIRPORT,,AS,-30.7847,121.4533,366,5,94637
,,94638,ESPERANCE,,AS,-33.83,121.8925,25,5,94638
,,94647,EUCLA,,AS,-31.6667,128.8667,101,5,94647
,,94653,CEDUNA AMO,,AS,-32.1297,133.6975,23,5,94653
,,94659,WOOMERA AERODROME,,AS,-31.1558,136.8053,167,5,94659
,,94672,ADELAIDE AIRPORT,,AS,-34.9525,138.5203,6,5,94672
,,94693,MILDURA AIRPORT,,AS,-34.2358,142.0867,50,5,94693
,,94711,COBAR MO,,AS,-31.4839,145.8294,260,5,94711
,,94750,NOWRA RAN AIR STATION AWS,,AS,-34.9469,150.5353,122,5,94750
,,94767,SYDNEY AIRPORT AMO,,AS,-33.9464,151.173,6,5,94767
,,94776,WILLIAMTOWN RAAF,,AS,-32.7933,151.8358,9,5,94776
,,94791,COFFS HARBOUR MO,,AS,-30.3108,153.1186,5,5,94791
,,94802,ALBANY AIRPORT,,AS,-34.9414,117.8022,71,5,94802
,,94821,MOUNT GAMBIER AERO,,AS,-37.7472,140.7739,64,5,94821
,,94866,MELBOURNE AIRPORT,,AS,-37.6656,144.8322,132,5,94866
,,94910,WAGGA WAGGA AMO,,AS,-35.1583,147.4572,220,5,94910
,,94975,HOBART AIRPORT WEST,,AS,-42.8339,147.5033,4,5,94975
,,94995,LORD HOWE ISLAND AERO,,AS,-31.5422,159.0786,5,5,94995
,,94998,MACQUARIE ISLAND,,AS,-54.4994,158.9369,6,5,94998
,,95527,MOREE AERO,,AS,-29.4897,149.8472,213,5,95527
,,94001,YEPPOON (BARMARYEE),,AT,-23.127,150.701,40,5,94001
,,94005,CLIFTON BEACH,,AT,-42.9677,147.5342,10,5,94005
,,94775,TOCAL AWS,,AT,-32.6297,151.5919,30,5,94775
,,95282,WOODSTOCK,,AT,-19.6337,146.8578,63,5,95282
,,95954,KENNAOOK / CAPE GRIM,,AT,-40.6792,144.6903,86,5,95954
,,11010,LINZ/HOERSCHING-FLUGHAFEN,,AU,48.2353,14.1881,298,5,11010
,,11035,WIEN/HOHE WARTE (11035-0),,AU,48.2486,16.3564,198,5,11035
,,11120,INNSBRUCK-FLUGHAFEN,,AU,47.2603,11.3439,581,5,11120
,,11240,GRAZ-THALERHOF-FLUGHAFEN,,AU,46.9806,15.44,340,5,11240
,,89002,GEORG VON NEUMAYER,,AY,-70.6667,-8.25,50,5,89002
,,89009,AMUNDSEN SCOTT,,AY,-90.0,0.0,2835,5,89009
,,89022,HALLEY,,AY,-75.445,-26.2181,30,5,89022
,,89055,BASE MARAMBIO,,AY,-64.2414,-56.625,208,5,89055
,,89056,CENTRO MET. ANTI RTICO PRESI,,AY,-62.1931,-58.9825,45,5,89056
,,89062,ROTHERA,,AY,-67.5703,-68.1236,33,5,89062
,,89063,VERNADSKY,,AY,-65.25,-64.2667,11,5,89063
,,89512,NOVOLAZAREVSKAJA,,AY,-70.7678,11.8317,118,5,89512
,,89532,SYOWA,,AY,-69.0053,39.5811,29,5,89532
,,89564,MAWSON,,AY,-67.6017,62.8753,9,5,89564
,,89571,DAVIS,,AY,-68.5744,77.9672,18,5,89571
,,89592,MIRNYJ (89592-0),,AY,-66.5519,93.0147,43,5,89592
,,89611,CASEY,,AY,-66.2825,110.523,40,5,89611
,,89625,CONCORDIA,,AY,-75.1017,123.4119,3233,5,89625
,,89642,DUMONT D'URVILLE,,AY,-66.663,140.0011,43,5,89642
,,89662,MARIO ZUCHELLI STATION,,AY,-74.6958,164.0922,92,5,89662
,,89664,MCMURDO,,AY,-77.85,166.6667,24,5,89664
,,89859,JANG BOGO,,AY,-74.6222,164.228,28,5,89859
,,78954,GRANTLEY ADAMS,,BB,13.0716,-59.4922,56,5,78954
,,68032,MAUN,,BC,-19.9833,23.4167,945,5,68032
,,68240,SERETSE KHAMA INTERNATIONAL AI,,BC,-24.55,25.9167,1005,5,68240
,,78016,L F WADE INTERNATIONAL AIRPORT,,BD,32.3669,-64.6772,4,5,78016
,,6447,UCCLE,,BE,50.7969,4.3581,99,5,6447
,,6458,BEAUVECHAIN,,BE,50.7456,4.7633,112,5,6458
,,78073,NASSAU AIRPORT NEW PROVIDENCE,,BF,25.05,-77.4667,7,5,78073
,,41859,RANGPUR,,BG,25.7333,89.2333,33,5,41859
,,41883,BOGRA,,BG,24.85,89.3667,18,5,41883
,,41891,SYLHET,,BG,24.9,91.8833,34,5,41891
,,41907,ISHWARDI,,BG,24.1333,89.05,13,5,41907
,,41923,DHAKA,,BG,23.7667,90.3833,8,5,41923
,,41936,JESSORE,,BG,23.1833,89.1667,6,5,41936
,,41943,FENI (41943-0),,BG,23.0333,91.4167,6,5,41943
,,41950,BARISAL,,BG,22.75,90.3667,3,5,41950
,,41977,CHITTAGONG (AMBAGAN),,BG,22.35,91.8167,33,5,41977
,,41992,COX'S BAZAR,,BG,21.4333,91.9333,2,5,41992
,,78583,BELIZE/PHILLIP GOLDSTON INTL.,,BH,17.5333,-88.3,5,5,78583
,,48042,MANDALAY,,BM,21.9421,96.0886,79,5,48042
,,48097,YANGON,,BM,16.8647,96.1536,20,5,48097
,,65306,KANDI,,BN,11.1333,2.9333,290,5,65306
,,65330,PARAKOU,,BN,9.35,2.6167,392,5,65330
,,65344,COTONOU,,BN,6.35,2.3833,5,5,65344
,,26850,MINSK,,BO,53.9286,27.6353,223,5,26850
,,33008,BREST (33008-0),,BO,52.1167,23.6858,145,5,33008
,,33041,GOMEL (33041-0),,BO,52.4019,30.9631,126,5,33041
,,91517,HONIARA,,BP,-9.4167,159.9667,55,5,91517
,,81729,MANACAPURU,,BR,-3.2947,-60.6283,36,5,81729
,,82022,BOA VISTA (AERO),,BR,2.849,-60.6943,83,5,82022
,,82026,TIRIOS (AERO),,BR,2.22,-55.93,325,5,82026
,,82099,MACAPA (AERO),,BR,0.05,-51.0667,16,5,82099
,,82107,SAO GABRIEL DA CACHOEIRA,,BR,-0.1167,-66.9667,79,5,82107
,,82193,BELEM (AERO),,BR,-1.3833,-48.4833,16,5,82193
,,82244,SANTAREM (AERO),,BR,-2.4333,-54.7167,72,5,82244
,,82281,SAO LUIS (AERO),,BR,-2.6,-44.2333,53,5,82281
,,82332,MANAUS (AERO),,BR,-3.15,-59.9833,84,5,82332
,,82397,FORTALEZA (82397-0),,BR,-3.7667,-38.6,26,5,82397
,,82400,FERNANDO DE NORONHA (AERO),,BR,-3.85,-32.4167,56,5,82400
,,82411,TABATINGA (AERO),,BR,-4.25,-69.9333,81,5,82411
,,82532,MANICORE (AERO),,BR,-5.8167,-61.2833,53,5,82532
,,82599,NATAL (AERO),,BR,-5.9167,-35.25,52,5,82599
,,82678,FLORIANO (82678-0),,BR,-6.7667,-43.0167,127,5,82678
,,82705,CRUZEIRO DO SUL (AERO),,BR,-7.5833,-72.7667,199,5,82705
,,82765,CAROLINA (82765-0),,BR,-7.3333,-47.4667,193,5,82765
,,82824,PORTO VELHO (AERO),,BR,-8.7667,-63.9167,102,5,82824
,,82900,RECIFE (82900-0),,BR,-8.05,-34.9167,7,5,82900
,,82917,RIO BRANCO (AERO),,BR,-9.87,-67.9,193,5,82917
,,82965,ALTA FLORESTA (AERO),,BR,-9.8667,-56.1,288,5,82965
,,82983,PETROLINA (82983-0),,BR,-9.3833,-40.4833,370,5,82983
,,83208,VILHENA (AERO),,BR,-12.7,-60.1,612,5,83208
,,83229,SALVADOR (83229-0),,BR,-13.0167,-38.5167,52,5,83229
,,83288,BOM JESUS DA LAPA (83288-0),,BR,-13.2511,-43.4053,447,5,83288
,,83362,CUIABA (AERO),,BR,-15.65,-56.1,187,5,83362
,,83378,BRASILIA (AERO),,BR,-15.8729,-47.9241,1061,5,83378
,,83498,CARAVELAS (83498-0),,BR,-17.7333,-39.25,3,5,83498
,,83525,UBERLANDIA (AERO),,BR,-18.8833,-48.2167,943,5,83525
,,83554,CORUMBA,,BR,-19.0,-57.6667,142,5,83554
,,83566,CONFINS (AERO),,BR,-19.6167,-43.9667,827,5,83566
,,83612,CAMPO GRANDE (AERO),,BR,-20.4667,-54.6667,567,5,83612
,,83649,VITORIA (AERO),,BR,-20.2667,-40.2833,4,5,83649
,,83650,ILHA DE TRINDADE (CHM),,BR,-20.5,-29.3167,5,5,83650
,,83746,GALEAO (AERO),,BR,-22.8167,-43.25,6,5,83746
,,83768,LONDRINA (AERO),,BR,-23.3333,-51.1333,569,5,83768
,,83779,MARTE (AERO),,BR,-23.5,-46.6333,722,5,83779
,,83827,FOZ DO IGUACU (AERO),,BR,-25.6003,-54.485,239,5,83827
,,83840,CURITIBA (AERO),,BR,-25.5167,-49.1667,908,5,83840
,,83899,FLORIANOPOLIS (AERO),,BR,-27.6667,-48.55,5,5,83899
,,83928,URUGUAIANA (AERO),,BR,-29.7833,-57.0333,74,5,83928
,,83937,SANTA MARIA (AERO),,BR,-29.7167,-53.7,85,5,83937
,,83971,PORTO ALEGRE/SALGAD,,BR,-30.0,-51.1833,3,5,83971
,,15614,SOFIA (OBSERV.),,BU,42.65,23.3833,595,5,15614
,,96315,BRUNEI AIRPORT,,BX,4.9333,114.9333,22,5,96315
,,96323,KUALA BELAIT,,BX,4.583,114.2,3,5,96323
CYVQ,YVQ,71043,Norman Wells,NT,CA,65.28,-126.8,74,5,YVQ
CYUX,,71081,Hall Beach,NU,CA,68.79,-81.25,8,5,
CWLT,WLT,71082,Alert,NU,CA,82.5,-62.34,63,5,WLT
CYZT,YZT,71109,Port Hardy,BC,CA,50.69,-127.37,22,0,YZT
CWSE,WSE,71119,Edmonton,AB,CA,53.5333333333,-114.083333333,766,8,WSE
CYLW,YLW,71203,Kelowna,BC,CA,49.97,-119.39,430,1,YLW
,,71569,BRATT'S LAKE CLIMATE; SASK,,CA,50.2006,-104.7113,588,5,71569
CWSA,WSA,71600,Sable Island,NS,CA,43.94,-60.02,4,5,WSA
CYQI,YQI,71603,Yarmouth,NS,CA,43.84,-66.08,43,5,YQI
,,71701,GAGETOWN A; NB,,CA,45.8333,-66.4333,50,5,71701
CWMW,WMW,71722,Maniwaki,QB,CA,46.39,-75.96,170,8,WMW
,,71802,ST JOHN'S WEST UA; NFLD,,CA,47.5167,-52.7833,112,5,71802
CYZV,YZV,71811,Sept Iles,QB,CA,50.23,-66.27,55,5,YZV
CYJT,YJT,71815,Stephenville,NF,CA,48.54,-58.55,26,5,YJT
CYYR,YYR,71816,Goose Bay,NF,CA,53.33,-60.42,49,5,YYR
CYAH,YAH,71823,La Grande Iv,QB,CA,53.76,-73.67,306,5,YAH
CYMO,YMO,71836,Moosonee,ON,CA,51.289,-80.614,10,5,YMO
,,71843,WINNIPEG UA; MAN,,CA,49.8,-97.1333,227,5,71843
CWPL,WPL,71845,Pickle Lake,ON,CA,51.48,-90.2,373,5,WPL
CYQD,YQD,71867,The Pas,MB,CA,53.98,-101.1,271,5,YQD
,,71893,CFB - COMOX; BC,,CA,49.7167,-124.9,25,5,71893
CYVP,YVP,71906,Kuujjuaq,QB,CA,58.11,-68.42,60,5,YVP
CYPH,YPH,71907,Inukjuak,QB,CA,58.46,-78.12,3,5,YPH
CYXS,YXS,71908,Prince George,BC,CA,53.89,-122.68,691,0,YXS
CYFB,YFB,71909,Frobisher/Iqaluit,NU,CA,63.76,-68.54,34,5,YFB
CYYQ,YYQ,71913,Churchill,MB,CA,58.73,-94.07,29,5,YYQ
CYZS,YZS,71915,Coral Harbour,NU,CA,64.2,-83.37,64,5,YZS
CWEU,,71917,Eureka,NU,CA,80.0,-85.93,10,5,
CYRB,YRB,71924,Resolute,NU,CA,74.72,-94.95,67,5,YRB
CYCB,YCB,71925,Cambridge Bay,NU,CA,69.1,-105.1,27,5,YCB
CYBK,YBK,71926,Baker Lake,NU,CA,64.3,-96.0,18,5,YBK
CYSM,YSM,71934,Fort Smith,NT,CA,60.01,-112.0,203,5,YSM
CYYE,YYE,71945,Fort Nelson,BC,CA,58.84,-122.6,382,5,YYE
CYEV,YEV,71957,Inuvik,NT,CA,68.3,-133.5,68,5,YEV
CYXY,YXY,71964,Whitehorse,YK,CA,60.73,-135.07,703,5,YXY
,,73033,VERNON UA; BC,,CA,50.2393,-119.2898,564,5,73033
,,73111,KAPUSKASING UA; ON,,CA,49.405,-82.4428,225,5,73111
,,64700,NDJAMENA,,CD,12.08,15.02,295,5,64700
,,64750,SARH,,CD,9.15,18.3833,365,5,64750
,,43413,MANNAR,,CE,8.9833,79.9167,3,5,43413
,,43418,TRINCOMALEE,,CE,8.6394,81.2028,36,5,43418
,,43424,PUTTALAM,,CE,8.0333,79.8333,2,5,43424
,,43466,COLOMBO,,CE,6.9,79.8667,7,5,43466
,,43475,POTTUVIL,,CE,6.8833,81.8333,4,5,43475
,,43497,HAMBANTOTA,,CE,6.1223,81.1287,15,5,43497
,,64450,BRAZZAVILLE /MAYA-MAYA,,CF,-4.2636,15.2429,314,5,64450
,,64458,OUESSO,,CF,1.6125,16.0402,352,5,64458
,,50527,HAILAR (50527-0),,CH,49.25,119.7,653,5,50527
,,50557,NENJIANG,,CH,49.1667,125.2333,243,5,50557
,,50774,YICHUN (50774-0),,CH,47.7,128.8333,264,5,50774
,,50953,HARBIN (50953-0),,CH,45.9333,126.5667,118,5,50953
,,51076,ALTAY,,CH,47.7333,88.0833,737,5,51076
,,51156,HOBOKSAR,,CH,46.81,85.7489,1323,5,51156
,,51243,KARAMAY,,CH,45.6167,84.85,1323,5,51243
,,51431,YINING,,CH,43.95,81.3333,664,5,51431
,,51463,WU LU MU QI (51463-0),,CH,43.7833,87.65,919,5,51463
,,51644,KUQA,,CH,41.7167,82.95,1083,5,51644
,,51656,KORLA,,CH,41.7294,85.8186,903,5,51656
,,51709,KASHI,,CH,39.4833,75.75,1386,5,51709
,,51777,RUOQIANG,,CH,39.0333,88.1667,889,5,51777
,,51828,HOTAN,,CH,37.1333,79.9333,1375,5,51828
,,51839,MINFENG,,CH,37.0667,82.7167,1409,5,51839
,,52203,HAMI,,CH,42.8167,93.5167,739,5,52203
,,52267,EJIN QI,,CH,41.95,101.0667,941,5,52267
,,52323,MAZONG SHAN,,CH,41.8,97.0333,1770,5,52323
,,52418,DUNHUANG,,CH,40.15,94.6833,1140,5,52418
,,52533,JIUQUAN,,CH,39.7667,98.4833,1478,5,52533
,,52681,MINQIN,,CH,38.6333,103.0833,1367,5,52681
,,52818,GOLMUD,,CH,36.4167,94.9,2809,5,52818
,,52836,DOULAN,,CH,36.3,98.1,3190,5,52836
,,52866,XINING (52866-0),,CH,36.65,101.7167,2434,5,52866
,,52983,YU ZHONG,,CH,35.8667,104.15,1875,5,52983
,,53068,ERENHOT,,CH,43.65,112.0,966,5,53068
,,53336,HALIUT,,CH,41.5667,108.5167,1290,5,53336
,,53463,HOHHOT,,CH,40.85,111.5667,1153,5,53463
,,53513,LINHE,,CH,40.7333,107.3667,1041,5,53513
,,53543,DONGSHENG,,CH,39.8333,109.9833,1459,5,53543
,,53614,YINCHUAN,,CH,38.4667,106.2,1112,5,53614
,,53772,TAIYUAN (53772-0),,CH,37.6167,112.5833,776,5,53772
,,53798,XINGTAI,,CH,37.1808,114.3589,184,5,53798
,,53845,YAN AN,,CH,36.5667,109.45,958,5,53845
,,53915,PINGLIANG,,CH,35.5333,106.6667,1348,5,53915
,,54102,XILIN HOT,,CH,43.95,116.1167,1004,5,54102
,,54135,TONGLIAO,,CH,43.66,122.35,173,5,54135
,,54161,CHANGCHUN,,CH,43.9,125.2167,238,5,54161
,,54218,CHIFENG (54218-0),,CH,42.3,118.8333,668,5,54218
,,54292,YANJI,,CH,42.8667,129.5,258,5,54292
,,54340,SHENYANG,,CH,41.543,123.61,77,5,54340
,,54374,LINJIANG,,CH,41.8,126.8833,385,5,54374
,,54401,ZHANGJIAKOU,,CH,40.7833,114.8833,774,5,54401
,,54511,BEIJING,,CH,39.9333,116.2833,32,5,54511
,,54539,LETING,,CH,39.4333,118.9,12,5,54539
,,54662,DALIAN,,CH,38.9,121.6333,97,5,54662
,,54727,ZHANGQIU,,CH,36.65,117.5,263,5,54727
,,54857,QINGDAO,,CH,36.0667,120.3333,77,5,54857
,,55299,NAGQU,,CH,31.4833,92.0667,4508,5,55299
,,55591,LHASA,,CH,29.6667,91.1333,3650,5,55591
,,56029,YUSHU (56029-0),,CH,0.0033,96.9667,3716,5,56029
,,56046,DARLAG,,CH,33.75,99.65,3968,5,56046
,,56080,HEZUO,,CH,0.0035,102.9,2910,5,56080
,,56137,QAMDO (56137-0),,CH,31.15,97.1667,3307,5,56137
,,56146,GARZE,,CH,31.6333,99.9833,3394,5,56146
,,56187,WENJIANG (56187-0),,CH,30.75,103.8667,549,5,56187
,,56492,YIBIN,,CH,28.7667,104.6,502,5,56492
,,56571,XICHANG,,CH,27.9,102.2667,1599,5,56571
,,56651,LIJING,,CH,26.8333,100.2167,2382,5,56651
,,56691,WEINING,,CH,26.8667,104.2833,2236,5,56691
,,56739,TENGCHONG,,CH,24.9844,98.5056,1696,5,56739
,,56778,KUNMING,,CH,25.0167,102.6833,1892,5,56778
,,56964,SIMAO,,CH,22.8161,100.9911,1416,5,56964
,,56985,MENGZI,,CH,23.4444,103.3278,1313,5,56985
,,57067,LUSHI,,CH,34.0803,111.0728,659,5,57067
,,57083,ZHENGZHOU,,CH,34.7167,113.65,111,5,57083
,,57127,HANZHONG,,CH,33.0667,107.0333,509,5,57127
,,57131,JINGHE (57131-0),,CH,34.4333,108.9667,411,5,57131
,,57178,NANYANG,,CH,33.1,112.4833,181,5,57178
,,57245,ANKANG,,CH,32.7167,109.0333,291,5,57245
,,57447,ENSHI,,CH,30.2833,109.4667,458,5,57447
,,57461,YICHANG,,CH,30.7333,111.3667,257,5,57461
,,57494,WUHAN,,CH,30.6,114.05,24,5,57494
,,57516,CHONGQING (57516-0),,CH,29.5833,106.4667,541,5,57516
,,57541,XUAN' EN,,CH,29.99,109.47,598,5,57541
,,57679,CHANGSHA (57679-0),,CH,28.2,113.0833,120,5,57679
,,57687,CHANGSHA (57687-0),,CH,28.1167,112.7833,119,5,57687
,,57749,HUAIHUA,,CH,27.5667,110.0,261,5,57749
,,57816,GUIYANG (57816-0),,CH,26.5833,106.7333,1223,5,57816
,,57957,GUILIN,,CH,25.3333,110.3,166,5,57957
,,57972,CHENZHOU,,CH,25.7353,112.9739,368,5,57972
,,57993,GANZHOU,,CH,25.85,114.9333,125,5,57993
,,58027,XUZHOU,,CH,34.2833,117.15,42,5,58027
,,58150,SHEYANG,,CH,33.75,120.3,3,5,58150
,,58203,FUYANG,,CH,32.8667,115.7333,33,5,58203
,,58238,NANJING,,CH,31.9333,118.9,32,5,58238
,,58362,SHANGHAI (BAOSHAN),,CH,31.4167,121.45,9,5,58362
,,58424,ANQING,,CH,30.6167,116.9667,62,5,58424
,,58457,HANGZHOU,,CH,30.2333,120.1667,43,5,58457
,,58606,NANCHANG,,CH,28.6,115.9167,50,5,58606
,,58633,QU XIAN,,CH,28.9667,118.8667,82,5,58633
,,58665,HONGJIA,,CH,28.6167,121.4167,4,5,58665
,,58725,SHAOWU,,CH,27.3333,117.5111,371,5,58725
,,58847,FUZHOU,,CH,26.0833,119.2833,85,5,58847
,,59023,HECHI,,CH,24.7,108.0333,261,5,59023
,,59134,XIAMEN,,CH,24.4833,118.0833,139,5,59134
,,59211,BAISE,,CH,23.9,106.6,177,5,59211
,,59265,WUZHOU,,CH,23.4833,111.3,120,5,59265
,,59280,QINGYUAN (59280-0),,CH,23.7167,113.0833,79,5,59280
,,59293,HEYUAN,,CH,23.78,114.77,115,5,59293
,,59316,SHANTOU (59316-0),,CH,23.4,116.6833,4,5,59316
,,59431,NANNING/WUXU,,CH,22.8167,108.35,73,5,59431
,,59644,BEIHAI,,CH,21.4475,109.1836,10,5,59644
,,59663,YANGJIANG,,CH,21.8333,111.9667,91,5,59663
,,59758,HAIKOU,,CH,20.0333,110.35,18,5,59758
,,59948,SANYA,,CH,18.2167,109.5833,420,5,59948
,,85442,ANTOFAGASTA,,CI,-23.4536,-70.4453,112,5,85442
,,85469,ISLA DE PASCUA,,CI,-27.1605,-109.4272,69,5,85469
,,85586,SANTO DOMINGO AD.,,CI,-33.655,-71.6142,77,5,85586
,,85799,PUERTO MONTT,,CI,-41.435,-73.0978,87,5,85799
,,85934,PUNTA ARENAS,,CI,-53.0033,-70.845,36,5,85934
,,78384,OWEN ROBERTS AIRPORT GRAND CAY,,CJ,19.2944,-81.3632,3,5,78384
,,96996,COCOS ISLAND AERO,,CK,-12.1892,96.8344,3,5,96996
,,64870,NGAOUNDERE,,CM,7.35,13.5667,1114,5,64870
,,67002,HAHAYA INT. AIRPORT,,CN,-11.5333,43.2667,29,5,67002
,,80001,SAN ANDRES (ISLA)/SESQUICENTEN,,CO,12.5833,-81.7167,1,5,80001
,,80028,BARRANQUILLA/ERNESTO CORTISSOZ,,CO,10.8833,-74.7833,14,5,80028
,,80035,RIOHACHA/ALMIRANTE PADILLA,,CO,11.5333,-72.9333,4,5,80035
,,80094,BUCARAMANGA/PALONEGRO,,CO,7.1,-73.2,1189,5,80094
,,80210,PEREIRA/MATECANA,,CO,4.8167,-75.7333,1342,5,80210
,,80222,BOGOTA/ELDORADO,,CO,4.7,-74.15,2547,5,80222
,,80259,CALI/ALFONSO BONILLA ARAGON,,CO,3.55,-76.3833,961,5,80259
,,80398,LETICIA/VASQUEZ COBO,,CO,-4.1667,-69.95,84,5,80398
,,78762,AEROPUERTO INTERNACIONAL JUAN,,CS,9.9833,-84.1833,908,5,78762
,,64650,BANGUI,,CT,4.4,18.5167,365,5,64650
,,8594,SAL,,CV,16.7419,-22.9489,54,5,8594
,,91843,RAROTONGA (91843-0),,CW,-21.2,-159.8166,7,5,91843
,,17600,PAPHOS AP,,CY,34.7194,32.4847,8,5,17600
,,17607,ATHALASSA,,CY,35.1408,33.3964,162,5,17607
,,17609,LARNACA AIRPORT,,CY,34.8733,33.6172,1,5,17609
,,6060,FLYVESTATION KARUP,,DA,56.2933,9.1139,52,5,6060
,,78486,SANTO DOMINGO (78486-0),,DR,18.4734,-69.8705,14,5,78486
,,84008,SAN CRISTOBAL (GALAPAGOS),,EC,-0.9,-89.6,8,5,84008
,,84132,NUEVO ROCAFUERTE (84132-0),,EC,-0.92,-75.403,205,5,84132
,,84203,GUAYAQUIL AEROPUERTO,,EC,-2.1581,-79.8839,6,5,84203
,,62306,MERSA MATRUH,,EG,31.3253,27.2217,29,5,62306
,,62337,EL ARISH,,EG,31.0822,33.8289,36,5,62337
,,62378,HELWAN,,EG,29.8628,31.3492,139,5,62378
,,62403,SOUTH OF VALLEY UNIVERSITY,,EG,26.2003,32.7467,96,5,62403
,,62414,ASSWAN,,EG,23.9644,32.82,201,5,62414
,,62423,FARAFRA,,EG,27.0583,27.9892,82,5,62423
,,3953,VALENTIA OBSERVATORY (3953-0),,EI,51.9381,-10.2433,23,5,3953
,,26038,RADAR WRM 200,,EN,59.3983,24.6042,33,5,26038
,,63450,ADDIS ABABA-BOLE,,ET,9.0333,38.75,2354,5,63450
,,11520,PRAHA-LIBUS,,EZ,50.0078,14.4469,302,5,11520
,,11747,PROSTEJOV,,EZ,49.4525,17.1347,214,5,11747
,,81405,CAYENNE MATOURY,,FG,4.8222,-52.3653,8,5,81405
,,2836,SODANKYLA ARCTIC RESEARCH CENT,,FI,67.3666,26.629,179,5,2836
,,2935,JYVASKYLA AIRPORT,,FI,62.3976,25.6709,139,5,2935
,,2963,JOKIOINEN OBSERVATORY,,FI,60.814,23.4982,104,5,2963
,,91680,NADI AIRPORT,,FJ,-17.7597,177.4447,22,5,91680
,,88889,MOUNT PLEASANT AIRPORT,,FK,-51.82,-58.4481,74,5,88889
